record_type,area_code,sec,subsection_code,airport_icao,icao_code,sub,vor_ident,navaid_icao_code,vor_frequency,navaid_class,vor_latitude,vor_longitude,dme_ident,dme_latitude,dme_longitude,station_declination,dme_elevation,figure_of_merit,ils_dme_bias,frequency_protection,datum_code,vor_name,primary_1_123,cont#2_appl_code,cont#2_appl_label,cont#2_1_123,changed_field_count,changed_fields
S,EEU,D,,,,,WXI,ZB,11570,VDHW,N36214800,E114550000,,N36214800,E114550000,W0060,05000,2,,,WGE,WEIXIAN,SEEUD        WXI   ZB111570VDHW N36214800E114550000    N36214800E114550000W0060050002     WGEWEIXIAN                       ,S,Simulation application continuation,SEEUD        WXI   ZB2S    UN                                             W006305000                                       ,2,"station_declination,primary_1_123"
S,EEU,D,,,,,YBL,ZL,11570,VDHW,N39251800,E102463000,,N39251800,E102463000,W0020,04000,2,,534,WGE,YABRAI,SEEUD        YBL   ZL111570VDHW N39251800E102463000    N39251800E102463000W0020040002  534WGEYABRAI                        ,S,Simulation application continuation,SEEUD        YBL   ZL2S    UY                                             W0029                                            ,1,cont#2_1_123
S,EEU,D,,,,,YS,UH,11490,VDHW,N46514900,E142425850,,N46514940,E142425840,W0110,00098,2,,,WGE,YUZHNO-SAKHALINSK,SEEUD        YS    UH111490VDHW N46514900E142425850    N46514940E142425840W0110000982     WGEYUZHNO-SAKHALINSK             ,S,Simulation application continuation,SEEUD        YS    UH2S    UY                                             W010800098                                       ,1,cont#2_1_123
S,EEU,D,,,,,ZAQ,UB,11410,VDL,N41331410,E046401200,,N41331410,E046401200,E0070,01300,1,,,WGE,ZAGATALA,SEEUD        ZAQ   UB111410VDL  N41331410E046401200    N41331410E046401200E0070013001     WGEZAGATALA                      ,S,Simulation application continuation,SEEUD        ZAQ   UB2S    UN                                             E007001300                                       ,1,cont#2_1_123
S,EEU,D,,,,,ZWX,ZL,11750,VDHW,N37342400,E105073000,,N37342400,E105073000,W0030,04147,2,,591,WGE,ZHONGWEI,SEEUD        ZWX   ZL111750VDHW N37342400E105073000    N37342400E105073000W0030041472  591WGEZHONGWEI                      ,S,Simulation application continuation,SEEUD        ZWX   ZL2S    UN                                             W003504147                                       ,1,cont#2_1_123
S,EUR,D,,,,,AAL,EK,11670,VTH N,N57061339,E009594408,,N57061416,E009593411,E0040,00057,2,,433,WGE,AALBORG,SEURD        AAL   EK111670VTH NN57061339E009594408    N57061416E009593411E0040000572  433WGEAALBORG                       ,S,Simulation application continuation,SEURD        AAL   EK2S    UN                                             E004400057                                       ,1,cont#2_1_123
S,EUR,D,,,,,ADN,EG,11430,VDHA,N57183762,W002160209,,N57183762,W002160209,W0010,00610,2,,524,WGE,ABERDEEN,SEURD        ADN   EG111430VDHA N57183762W002160209    N57183762W002160209W0010006102  524WGEABERDEEN                      ,S,Simulation application continuation,SEURD        ADN   EG2S    UN                                             W0003                                            ,1,cont#2_1_123
S,EUR,D,,,,,AEA,LI,11165,VDL,N40381740,E008173040,,N40381750,E008172990,E0020,00102,1,,288,WGE,ALGHERO,SEURD        AEA   LI111165VDL  N40381740E008173040    N40381750E008172990E0020001021  288WGEALGHERO                       ,S,Simulation application continuation,SEURD        AEA   LI2S    UU                                             E003200102                                       ,1,cont#2_1_123
S,EUR,D,,,,,AFI,EB,11490,VDHA,N50542760,E004082030,,N50542760,E004082030,E0010,00300,2,,279,WGE,AFFLIGEM,SEURD        AFI   EB111490VDHA N50542760E004082030    N50542760E004082030E0010003002  279WGEAFFLIGEM                      ,S,Simulation application continuation,SEURD        AFI   EB2S    UN                                             E0024                                            ,1,cont#2_1_123
S,EUR,D,,,,,AGP,LE,11715,VDHW,N36410360,W004291440,,N36410400,W004291410,W0010,00001,2,,,WGE,MALAGA,SEURD        AGP   LE111715VDHW N36410360W004291440    N36410400W004291410W0010000012     WGEMALAGA                        ,S,Simulation application continuation,SEURD        AGP   LE2S    UN                                             E0003                                            ,1,cont#2_1_123
S,EUR,D,,,,,AKI,BI,11360,VDHW,N65453530,W018001480,,N65453530,W018001480,W0120,02100,2,,,WGE,AKUREYRI,SEURD        AKI   BI111360VDHW N65453530W018001480    N65453530W018001480W0120021002     WGEAKUREYRI                      ,S,Simulation application continuation,SEURD        AKI   BI2S    UN                                             W0098                                            ,1,cont#2_1_123
S,EUR,D,,,,,AKT,LG,11000,VDL,N38553329,E020454384,,N38553329,E020454384,E0050,00035,1,,234,WGE,PREVEZA,SEURD        AKT   LG111000VDL  N38553329E020454384    N38553329E020454384E0050000351  234WGEPREVEZA                       ,S,Simulation application continuation,SEURD        AKT   LG2S    UN                                             E0049                                            ,1,cont#2_1_123
S,EUR,D,,,,,ALB,LI,11695,VDH,N44025340,E008073940,,N44025380,E008073940,E0030,00144,2,,430,WGE,ALBENGA,SEURD        ALB   LI111695VDH  N44025340E008073940    N44025380E008073940E0030001442  430WGEALBENGA                       ,S,Simulation application continuation,SEURD        ALB   LI2S    UU                                             E003300144                                       ,1,cont#2_1_123
S,EUR,D,,,,,ALG,LI,11380,VTHW,N40374130,E008143800,,N40374160,E008143780,E0020,01453,2,,432,WGE,ALGHERO,SEURD        ALG   LI111380VTHW N40374130E008143800    N40374160E008143780E0020014532  432WGEALGHERO                       ,S,Simulation application continuation,SEURD        ALG   LI2S    UN                                             E003201453                                       ,1,cont#2_1_123
S,EUR,D,,,,,ALS,EK,11470,V H,N54541949,E009593616,,,,E0040,,2,,,WGE,ALSIE,SEURD        ALS   EK111470V H  N54541949E009593616                       E0040     2     WGEALSIE                         ,S,Simulation application continuation,SEURD        ALS   EK2S    UN                                             E0042                                            ,1,cont#2_1_123
S,EUR,D,,,,,ALT,LE,11380,VDHW,N38160580,W000341240,,N38160600,W000341220,E0010,00197,2,,410,WGE,ALTET,SEURD        ALT   LE111380VDHW N38160580W000341240    N38160600W000341220E0010001972  410WGEALTET                         ,S,Simulation application continuation,SEURD        ALT   LE2S    UN                                             E0013                                            ,1,cont#2_1_123
S,EUR,D,,,,,AMR,LE,11410,VDHW,N36495940,W002153390,,N36495940,W002153390,E0000,00295,2,,385,WGE,ALMERIA,SEURD        AMR   LE111410VDHW N36495940W002153390    N36495940W002153390E0000002952  385WGEALMERIA                       ,S,Simulation application continuation,SEURD        AMR   LE2S    UN                                             E000900295                                       ,1,cont#2_1_123
S,EUR,D,,,,,ANC,LI,11065,VDHW,N43351120,E013281600,,N43351130,E013281650,E0040,00879,2,,351,WGE,ANCONA,SEURD        ANC   LI111065VDHW N43351120E013281600    N43351130E013281650E0040008792  351WGEANCONA                        ,S,Simulation application continuation,SEURD        ANC   LI2S    UN                                             E004300879                                       ,1,cont#2_1_123
S,EUR,D,,,,,AND,EN,11220,VDHW,N69171618,E016082896,,N69171618,E016082896,E0080,00055,2,,,WGE,ANDOYA,SEURD        AND   EN111220VDHW N69171618E016082896    N69171618E016082896E0080000552     WGEANDOYA                        ,S,Simulation application continuation,SEURD        AND   EN2S    UU                                             E009300055                                       ,1,cont#2_1_123
S,EUR,D,,,,,ANT,EB,11350,VDH,N51112570,E004282130,,N51112570,E004282130,E0010,00100,2,,185,WGE,ANTWERP (DEURNE),SEURD        ANT   EB111350VDH  N51112570E004282130    N51112570E004282130E0010001002  185WGEANTWERP (DEURNE)              ,S,Simulation application continuation,SEURD        ANT   EB2S    UN                                             E0025                                            ,1,cont#2_1_123
S,EUR,D,,,,,ARA,LG,11270,VDH,N38093234,E021254588,,N38093234,E021254588,E0050,00073,2,,486,WGE,ARAXOS,SEURD        ARA   LG111270VDH  N38093234E021254588    N38093234E021254588E0050000732  486WGEARAXOS                        ,S,Simulation application continuation,SEURD        ARA   LG2S    UN                                             E004900073                                       ,1,cont#2_1_123
S,EUR,D,,,,,ARL,ES,11600,VDH,N59391230,E017545210,,N59391230,E017545210,E0060,00149,2,,359,WGE,ARLANDA (STOCKHOLM),SEURD        ARL   ES111600VDH  N59391230E017545210    N59391230E017545210E0060001492  359WGEARLANDA (STOCKHOLM)           ,S,Simulation application continuation,SEURD        ARL   ES2S    UN                                             E007600149                                       ,1,cont#2_1_123
S,EUR,D,,,,,ARS,ES,11280,VDHW,N59351040,E016390120,,N59351040,E016390120,E0040,00040,2,,272,WGE,AROS,SEURD        ARS   ES111280VDHW N59351040E016390120    N59351040E016390120E0040000402  272WGEAROS                          ,S,Simulation application continuation,SEURD        ARS   ES2S    UN                                             E007100040                                       ,1,cont#2_1_123
S,EUR,D,,,,,ATA,EN,11740,VDHW,N69583895,E023221825,,N69583895,E023221825,E0120,00035,2,,541,WGE,ALTA,SEURD        ATA   EN111740VDHW N69583895E023221825    N69583895E023221825E0120000352  541WGEALTA                          ,S,Simulation application continuation,SEURD        ATA   EN2S    UN                                             E013600035                                       ,1,cont#2_1_123
S,EUR,D,,,,,ATE,LE,11465,VDHW,N38171010,W000351200,,N38171040,W000351260,E0010,00197,2,,443,WGE,ALICANTE,SEURD        ATE   LE111465VDHW N38171010W000351200    N38171040W000351260E0010001972  443WGEALICANTE                      ,S,Simulation application continuation,SEURD        ATE   LE2S    UN                                             E0013                                            ,1,cont#2_1_123
S,EUR,D,,,,,AVN,LF,11460,VDHW,N43594330,E004444700,,N43594330,E004444700,E0020,00159,2,,408,WGE,AVIGNON,SEURD        AVN   LF111460VDHW N43594330E004444700    N43594330E004444700E0020001592  408WGEAVIGNON                       ,S,Simulation application continuation,SEURD        AVN   LF2S    UN                                             E002600159                                       ,1,cont#2_1_123
S,EUR,D,,,,,AXE,LG,11060,V L,N40384120,E022295240,,,,E0050,,1,,,WGE,ALEXANDRIA,SEURD        AXE   LG111060V L  N40384120E022295240                       E0050     1     WGEALEXANDRIA                    ,S,Simulation application continuation,SEURD        AXE   LG2S    UN                                             E0053                                            ,1,cont#2_1_123
S,EUR,D,,,,,AZR,LF,10965,VDTW,N43393500,E007132790,,N43393500,E007132790,E0020,00009,0,,405,WGE,NICE,SEURD        AZR   LF110965VDTW N43393500E007132790    N43393500E007132790E0020000090  405WGENICE                          ,S,Simulation application continuation,SEURD        AZR   LF2S    UN                                             E003100009                                       ,1,cont#2_1_123
S,EUR,D,,,,,BAL,EI,11580,VDH,N53175960,W006265200,,N53175960,W006265200,W0020,00300,2,,351,WGE,BALDONNEL,SEURD        BAL   EI111580VDH  N53175960W006265200    N53175960W006265200W0020003002  351WGEBALDONNEL                     ,S,Simulation application continuation,SEURD        BAL   EI2S    UN                                             W001400300                                       ,1,cont#2_1_123
S,EUR,D,,,,,BAM,ED,11400,VDH,N51193993,E007103714,,N51193993,E007103714,E0030,00865,2,,184,WGE,BARMEN,SEURD        BAM   ED111400VDH  N51193993E007103714    N51193993E007103714E0030008652  184WGEBARMEN                        ,S,Simulation application continuation,SEURD        BAM   ED2S    UN                                             E003300865                                       ,1,cont#2_1_123
S,EUR,D,,,,,BAN,LE,11280,VDHW,N41192480,W002374720,,N41192520,W002374770,E0000,03740,2,,359,WGE,BARAHONA,SEURD        BAN   LE111280VDHW N41192480W002374720    N41192520W002374770E0000037402  359WGEBARAHONA                      ,S,Simulation application continuation,SEURD        BAN   LE2S    UN                                             E000803740                                       ,1,cont#2_1_123
S,EUR,D,,,,,BAR,LI,11640,VDHW,N41083930,E016463520,,N41083930,E016463570,E0040,00121,0,,281,WGE,BARI,SEURD        BAR   LI111640VDHW N41083930E016463520    N41083930E016463570E0040001210  281WGEBARI                          ,S,Simulation application continuation,SEURD        BAR   LI2S    UN                                             E004600121                                       ,1,cont#2_1_123
S,EUR,D,,,,,BAY,ED,11060,V HW,N49590654,E011381206,,,,E0020,,2,,,WGE,BAYREUTH,SEURD        BAY   ED111060V HW N49590654E011381206                       E0020     2     WGEBAYREUTH                      ,S,Simulation application continuation,SEURD        BAY   ED2S    UN                                             E0044                                            ,1,cont#2_1_123
S,EUR,D,,,,,BBI,LE,11220,VDHW,N41010010,W005272460,,N41010010,W005272490,W0000,02953,2,,393,WGE,SALAMANCA,SEURD        BBI   LE111220VDHW N41010010W005272460    N41010010W005272490W0000029532  393WGESALAMANCA                     ,S,Simulation application continuation,SEURD        BBI   LE2S    UY                                             W0000                                            ,3,"station_declination,primary_1_123,cont#2_1_123"
S,EUR,D,,,,,BCN,EG,11745,VDH,N51433189,W003154692,,N51433189,W003154692,W0010,01450,2,,447,WGE,BRECON,SEURD        BCN   EG111745VDH  N51433189W003154692    N51433189W003154692W0010014502  447WGEBRECON                        ,S,Simulation application continuation,SEURD        BCN   EG2S    UN                                             W0001                                            ,1,cont#2_1_123
S,EUR,D,,,,,BCN,LE,11670,VDUW,N41182570,E002062810,,N41182590,E002062870,E0010,00001,2,,314,WGE,BARCELONA,SEURD        BCN   LE111670VDUW N41182570E002062810    N41182590E002062870E0010000012  314WGEBARCELONA                     ,S,Simulation application continuation,SEURD        BCN   LE2S    UN                                             E001900001                                       ,3,"vor_latitude,dme_latitude,primary_1_123"
S,EUR,D,,,,,BCY,LF,11735,VDHW,N47590710,E001452000,,N47590710,E001452000,E0010,00436,2,,247,WGE,ORLEANS,SEURD        BCY   LF111735VDHW N47590710E001452000    N47590710E001452000E0010004362  247WGEORLEANS                       ,S,Simulation application continuation,SEURD        BCY   LF2S    UU                                             E001800436                                       ,1,cont#2_1_123
S,EUR,D,,,,,BDF,EN,11420,VDHW,N69035357,E018275823,,N69035357,E018275823,E0090,00600,2,,549,WGE,BARDUFOSS,SEURD        BDF   EN111420VDHW N69035357E018275823    N69035357E018275823E0090006002  549WGEBARDUFOSS                     ,S,Simulation application continuation,SEURD        BDF   EN2S    UN                                             E010500600                                       ,1,cont#2_1_123
S,EUR,D,,,,,BDO,EN,11755,VDUW,N67160011,E014215348,,N67160011,E014215348,E0060,00101,2,,,WGE,BODO,SEURD        BDO   EN111755VDUW N67160011E014215348    N67160011E014215348E0060001012     WGEBODO                          ,S,Simulation application continuation,SEURD        BDO   EN2S    UN                                             E007800101                                       ,1,cont#2_1_123
S,EUR,D,,,,,BEL,EG,11720,VDH,N54394012,W006134766,,N54394012,W006134766,W0010,00221,2,,460,WGE,BELFAST,SEURD        BEL   EG111720VDH  N54394012W006134766    N54394012W006134766W0010002212  460WGEBELFAST                       ,S,Simulation application continuation,SEURD        BEL   EG2S    UN                                             W001600221                                       ,1,cont#2_1_123
S,EUR,D,,,,,BEN,EG,11395,VDL,N57284057,W007215508,,N57284057,W007215508,W0020,00046,1,,517,WGE,BENBECULA,SEURD        BEN   EG111395VDL  N57284057W007215508    N57284057W007215508W0020000461  517WGEBENBECULA                     ,S,Simulation application continuation,SEURD        BEN   EG2S    UN                                             W0025                                            ,1,cont#2_1_123
S,EUR,D,,,,,BGR,LE,11220,VDHW,N41565170,E003123190,,N41565170,E003123270,E0020,01083,2,,390,WGE,BAGUR,SEURD        BGR   LE111220VDHW N41565170E003123190    N41565170E003123270E0020010832  390WGEBAGUR                         ,S,Simulation application continuation,SEURD        BGR   LE2S    UN                                             E0022                                            ,3,"station_declination,primary_1_123,cont#2_1_123"
S,EUR,D,,,,,BHD,EG,11205,VDH,N50235496,W003293728,,N50235496,W003293728,W0000,00218,2,,329,WGE,BERRY HEAD,SEURD        BHD   EG111205VDH  N50235496W003293728    N50235496W003293728W0000002182  329WGEBERRY HEAD                    ,S,Simulation application continuation,SEURD        BHD   EG2S    UN                                             W0000                                            ,1,cont#2_1_123
S,EUR,D,,,,,BIG,EG,11510,VDHW,N51195115,E000020532,,N51195115,E000020532,E0010,00589,2,,465,WGE,BIGGIN,SEURD        BIG   EG111510VDHW N51195115E000020532    N51195115E000020532E0010005892  465WGEBIGGIN                        ,S,Simulation application continuation,SEURD        BIG   EG2S    UN                                             E001100589                                       ,1,cont#2_1_123
S,EUR,D,,,,,BKD,ED,11770,VDHW,N53020429,E011324638,,N53020429,E011324638,E0020,00083,2,,409,WGE,BRUENKENDORF,SEURD        BKD   ED111770VDHW N53020429E011324638    N53020429E011324638E0020000832  409WGEBRUENKENDORF                  ,S,Simulation application continuation,SEURD        BKD   ED2S    UN                                             E0046                                            ,1,cont#2_1_123
S,EUR,D,,,,,BLC,LY,11610,VDH,N43145530,E021214190,,N43145530,E021214190,E0050,01200,2,,285,WGE,BLACE,SEURD        BLC   LY111610VDH  N43145530E021214190    N43145530E021214190E0050012002  285WGEBLACE                         ,S,Simulation application continuation,SEURD        BLC   LY2S    UN                                             E005501200                                       ,1,cont#2_1_123
S,EUR,D,,,,,BLM,LF,11745,VDHW,N47375810,E007295820,,N47375810,E007295820,E0020,00886,2,,328,WGE,BASEL-MULHOUSE,SEURD        BLM   LF111745VDHW N47375810E007295820    N47375810E007295820E0020008862  328WGEBASEL-MULHOUSE                ,S,Simulation application continuation,SEURD        BLM   LF2S    UN                                             E0033                                            ,1,cont#2_1_123
S,EUR,D,,,,,BLN,LE,11620,VDHW,N38090920,W003372900,,N38090910,W003372930,E0010,01772,2,,474,WGE,BAILEN,SEURD        BLN   LE111620VDHW N38090920W003372900    N38090910W003372930E0010017722  474WGEBAILEN                        ,S,Simulation application continuation,SEURD        BLN   LE2S    UN                                             E0005                                            ,3,"station_declination,primary_1_123,cont#2_1_123"
S,EUR,D,,,,,BLV,LE,11765,VDHW,N43181510,W002553130,,N43181550,W002553090,E0010,00098,2,,,WGE,BILBAO,SEURD        BLV   LE111765VDHW N43181510W002553130    N43181550W002553090E0010000982     WGEBILBAO                        ,S,Simulation application continuation,SEURD        BLV   LE2S    UN                                             E000600098                                       ,9,"vor_frequency,vor_latitude,vor_longitude,dme_latitude,dme_longitude,station_declination,frequency_protection,primary_1_123,cont#2_1_123"
S,EUR,D,,,,,BMC,LF,11375,VDHW,N44493700,W000431600,,N44493700,W000431600,E0000,00210,2,,414,WGE,BORDEAUX MERIGNAC,SEURD        BMC   LF111375VDHW N44493700W000431600    N44493700W000431600E0000002102  414WGEBORDEAUX MERIGNAC             ,S,Simulation application continuation,SEURD        BMC   LF2S    UU                                             E001200210                                       ,1,cont#2_1_123
S,EUR,D,,,,,BMN,ED,11745,VDLW,N53024651,E008453761,,N53024651,E008453761,E0020,00042,1,,328,WGE,BREMEN,SEURD        BMN   ED111745VDLW N53024651E008453761    N53024651E008453761E0020000421  328WGEBREMEN                        ,S,Simulation application continuation,SEURD        BMN   ED2S    UY                                             E0038                                            ,1,cont#2_1_123
S,EUR,D,,,,,BNA,EN,11440,VDHW,N70103455,E024565425,,N70103455,E024565425,E0130,00103,2,,269,WGE,BANAK,SEURD        BNA   EN111440VDHW N70103455E024565425    N70103455E024565425E0130001032  269WGEBANAK                         ,S,Simulation application continuation,SEURD        BNA   EN2S    UN                                             E014600103                                       ,1,cont#2_1_123
S,EUR,D,,,,,BNE,LF,11380,V HW,N50372920,E001542560,,,,E0010,,2,,,WGE,BOULOGNE SUR MER,SEURD        BNE   LF111380V HW N50372920E001542560                       E0010     2     WGEBOULOGNE SUR MER              ,S,Simulation application continuation,SEURD        BNE   LF2S    UN                                             E0017                                            ,1,cont#2_1_123
S,EUR,D,,,,,BNN,EG,11375,VDH,N51433419,W000325910,,N51433419,W000325910,E0010,00558,2,,414,WGE,BOVINGDON,SEURD        BNN   EG111375VDH  N51433419W000325910    N51433419W000325910E0010005582  414WGEBOVINGDON                     ,S,Simulation application continuation,SEURD        BNN   EG2S    UN                                             E000900558                                       ,1,cont#2_1_123
S,EUR,D,,,,,BNN,EN,11530,VDHW,N65272539,E012125163,,N65272539,E012125163,E0050,00070,2,,498,WGE,BRONNOY,SEURD        BNN   EN111530VDHW N65272539E012125163    N65272539E012125163E0050000702  498WGEBRONNOY                       ,S,Simulation application continuation,SEURD        BNN   EN2S    UN                                             E006300070                                       ,1,cont#2_1_123
S,EUR,D,,,,,BOR,ES,11760,VDH,N60251740,E015310910,,N60251740,E015310910,E0050,00513,2,,237,WGE,BORLANGE,SEURD        BOR   ES111760VDH  N60251740E015310910    N60251740E015310910E0050005132  237WGEBORLANGE                      ,S,Simulation application continuation,SEURD        BOR   ES2S    UN                                             E006900513                                       ,1,cont#2_1_123
S,EUR,D,,,,,BPK,EG,11750,VDH,N51445905,W000062425,,N51445905,W000062425,E0010,00392,2,,271,WGE,BROOKMANS PARK,SEURD        BPK   EG111750VDH  N51445905W000062425    N51445905W000062425E0010003922  271WGEBROOKMANS PARK                ,S,Simulation application continuation,SEURD        BPK   EG2S    UN                                             E001000392                                       ,3,"station_declination,primary_1_123,cont#2_1_123"
S,EUR,D,,,,,BRA,LE,11645,VDHW,N40280890,W003332710,,N40280860,W003332750,E0000,01969,2,,,WGE,BARAJAS,SEURD        BRA   LE111645VDHW N40280890W003332710    N40280860W003332750E0000019692     WGEBARAJAS                       ,S,Simulation application continuation,SEURD        BRA   LE2S    UN                                             E000501969                                       ,1,cont#2_1_123
S,EUR,D,,,,,BRL,LI,11105,VDLW,N45402300,E009405410,,N45402330,E009405360,E0030,00807,1,,448,WGE,BERGAMO,SEURD        BRL   LI111105VDLW N45402300E009405410    N45402330E009405360E0030008071  448WGEBERGAMO                       ,S,Simulation application continuation,SEURD        BRL   LI2S    UN                                             E003700807                                       ,1,cont#2_1_123
S,EUR,D,,,,,BSM,LI,11565,VDT,N45262140,E010191030,,N45262170,E010191060,E0030,00381,0,,399,WGE,BRESCIA,SEURD        BSM   LI111565VDT  N45262140E010191030    N45262170E010191060E0030003810  399WGEBRESCIA                       ,S,Simulation application continuation,SEURD        BSM   LI2S    UU                                             E003800381                                       ,1,cont#2_1_123
S,EUR,D,,,,,BTA,LF,11415,VDHW,N42342490,E009282940,,N42342490,E009282940,E0030,00036,2,,484,WGE,BASTIA PORETTA,SEURD        BTA   LF111415VDHW N42342490E009282940    N42342490E009282940E0030000362  484WGEBASTIA PORETTA                ,S,Simulation application continuation,SEURD        BTA   LF2S    UN                                             E003500036                                       ,1,cont#2_1_123
S,EUR,D,,,,,BTZ,LF,11415,VDHW,N43275990,W001303700,,N43275990,W001303700,E0000,00276,2,,484,WGE,BIARRITZ PAYS BASQUE,SEURD        BTZ   LF111415VDHW N43275990W001303700    N43275990W001303700E0000002762  484WGEBIARRITZ PAYS BASQUE          ,S,Simulation application continuation,SEURD        BTZ   LF2S    UN                                             E001000276                                       ,1,cont#2_1_123
S,EUR,D,,,,,BUB,EB,11460,VDUA,N50540840,E004321710,,N50540840,E004321710,E0010,00200,2,,415,WGE,BRUSSELS,SEURD        BUB   EB111460VDUA N50540840E004321710    N50540840E004321710E0010002002  415WGEBRUSSELS                      ,S,Simulation application continuation,SEURD        BUB   EB2S    UN                                             E0025                                            ,1,cont#2_1_123
S,EUR,D,,,,,BUI,LY,11520,VDHW,N42375890,E020294500,,N42375890,E020294500,E0020,01575,2,,341,WGE,BUDISAVCI,SEURD        BUI   LY111520VDHW N42375890E020294500    N42375890E020294500E0020015752  341WGEBUDISAVCI                     ,S,Simulation application continuation,SEURD        BUI   LY2S    UN                                             E005301575                                       ,1,cont#2_1_123
S,EUR,D,,,,,BUN,EB,11060,VDHA,N51070700,E004503200,,N51070700,E004503200,E0010,00100,2,,259,WGE,BRUNO,SEURD        BUN   EB111060VDHA N51070700E004503200    N51070700E004503200E0010001002  259WGEBRUNO                         ,S,Simulation application continuation,SEURD        BUN   EB2S    UN                                             E0026                                            ,1,cont#2_1_123
S,EUR,D,,,,,CAN,LF,11445,VDHW,N49102350,W000271900,,N49102350,W000271900,E0000,00249,2,,382,WGE,CAEN CARPIQUET,SEURD        CAN   LF111445VDHW N49102350W000271900    N49102350W000271900E0000002492  382WGECAEN CARPIQUET                ,S,Simulation application continuation,SEURD        CAN   LF2S    UN                                             E001100249                                       ,1,cont#2_1_123
S,EUR,D,,,,,CAR,LI,11510,VDHW,N39064090,E009302890,,N39064090,E009302940,E0030,00171,2,,437,WGE,CARBONARA,SEURD        CAR   LI111510VDHW N39064090E009302890    N39064090E009302940E0030001712  437WGECARBONARA                     ,S,Simulation application continuation,SEURD        CAR   LI2S    UN                                             E003300171                                       ,1,cont#2_1_123
S,EUR,D,,,,,CAS,LP,11430,VDHW,N38445370,W009214330,,N38445370,W009214330,W0030,00700,2,,547,WGE,CASCAIS,SEURD        CAS   LP111430VDHW N38445370W009214330    N38445370W009214330W0030007002  547WGECASCAIS                       ,S,Simulation application continuation,SEURD        CAS   LP2S    UN                                             W001100700                                       ,1,cont#2_1_123
S,EUR,D,,,,,CAV,LF,11165,VDLW,N48465190,E004084900,,N48465190,E004084900,E0020,00561,1,,277,WGE,CHALONS,SEURD        CAV   LF111165VDLW N48465190E004084900    N48465190E004084900E0020005611  277WGECHALONS                       ,S,Simulation application continuation,SEURD        CAV   LF2S    UN                                             E002400561                                       ,1,cont#2_1_123
S,EUR,D,,,,,CBY,LF,11540,VDHW,N45525480,E005452630,,N45525480,E005452630,E0020,04783,2,,328,WGE,CHAMBERY,SEURD        CBY   LF111540VDHW N45525480E005452630    N45525480E005452630E0020047832  328WGECHAMBERY                      ,S,Simulation application continuation,SEURD        CBY   LF2S    UN                                             E002804783                                       ,1,cont#2_1_123
S,EUR,D,,,,,CCS,LE,11420,VDHW,N39312820,W006260500,,N39312770,W006260480,W0000,01378,2,,,WGE,CACERES,SEURD        CCS   LE111420VDHW N39312820W006260500    N39312770W006260480W0000013782     WGECACERES                       ,S,Simulation application continuation,SEURD        CCS   LE2S    UN                                             W0003                                            ,3,"station_declination,primary_1_123,cont#2_1_123"
S,EUR,D,,,,,CDB,LE,11240,VDHW,N37504980,W004505330,,N37504930,W004505340,W0010,00295,2,,347,WGE,CORDOBA,SEURD        CDB   LE111240VDHW N37504980W004505330    N37504930W004505340W0010002952  347WGECORDOBA                       ,S,Simulation application continuation,SEURD        CDB   LE2S    UN                                             E0002                                            ,1,cont#2_1_123
S,EUR,D,,,,,CDP,LE,11290,VDUW,N39415170,E003260370,,N39415110,E003260260,E0010,00787,2,,337,WGE,CAPDEPERA,SEURD        CDP   LE111290VDUW N39415170E003260370    N39415110E003260260E0010007872  337WGECAPDEPERA                     ,S,Simulation application continuation,SEURD        CDP   LE2S    UN                                             E002200787                                       ,1,cont#2_1_123
S,EUR,D,,,,,CFA,LF,11435,VDHW,N45471490,E003113190,,N45471490,E003113190,E0010,01093,2,,377,WGE,CLERMONT FERRAND AUVERGNE,SEURD        CFA   LF111435VDHW N45471490E003113190    N45471490E003113190E0010010932  377WGECLERMONT FERRAND AUVERGNE     ,S,Simulation application continuation,SEURD        CFA   LF2S    UN                                             E0022                                            ,1,cont#2_1_123
S,EUR,D,,,,,CHI,LI,11410,VDHW,N45041590,E012165320,,N45041590,E012165260,E0030,00043,2,,339,WGE,CHIOGGIA,SEURD        CHI   LI111410VDHW N45041590E012165320    N45041590E012165260E0030000432  339WGECHIOGGIA                      ,S,Simulation application continuation,SEURD        CHI   LI2S    UN                                             E004200043                                       ,1,cont#2_1_123
S,EUR,D,,,,,CHW,LF,11520,VDHW,N48284800,E000591340,,N48284800,E000591340,W0016,00732,2,,408,WGE,CHARTRES,SEURD        CHW   LF111520VDHW N48284800E000591340    N48284800E000591340W0016007322  408WGECHARTRES                      ,S,Simulation application continuation,SEURD        CHW   LF2S    UN                                             E001500732                                       ,1,cont#2_1_123
S,EUR,D,,,,,CHX,LF,10865,VDL,N46521630,E001443070,,N46521630,E001443070,E0010,00516,1,,362,WGE,CHATEAUROUX - DEOLS,SEURD        CHX   LF110865VDL  N46521630E001443070    N46521630E001443070E0010005161  362WGECHATEAUROUX - DEOLS           ,S,Simulation application continuation,SEURD        CHX   LF2S    UU                                             E001800516                                       ,1,cont#2_1_123
S,EUR,D,,,,,CIV,EB,11320,VTH N,N50342600,E003495800,,N50342044,E003491839,E0010,00184,2,,240,WGE,CHIEVRES,SEURD        CIV   EB111320VTH NN50342600E003495800    N50342044E003491839E0010001842  240WGECHIEVRES                      ,S,Simulation application continuation,SEURD        CIV   EB2S    UN                                             E0023                                            ,1,cont#2_1_123
